,1_HK,2_HK,3_HK,5_HK,6_HK,16_HK,27_HK,151_HK,267_HK,291_HK,322_HK,345_HK,386_HK,388_HK,688_HK,690_HK,700_HK,728_HK,762_HK,763_HK,857_HK,883_HK,921_HK,939_HK,941_HK,960_HK,981_HK,992_HK,1024_HK,1044_HK,1070_HK,1088_HK,1093_HK,1109_HK,1138_HK,1169_HK,1171_HK,1177_HK,1209_HK,1211_HK,1288_HK,1299_HK,1347_HK,1398_HK,1801_HK,1810_HK,1876_HK,1898_HK,1919_HK,1928_HK,1929_HK,2015_HK,2018_HK,2020_HK,2208_HK,2238_HK,2269_HK,2318_HK,2319_HK,2331_HK,2333_HK,2382_HK,2380_HK,2600_HK,2601_HK,2628_HK,2899_HK,3323_HK,3328_HK,3690_HK,3692_HK,3898_HK,3968_HK,3993_HK,3988_HK,6060_HK,6618_HK,6690_HK,6862_HK,9618_HK,9668_HK,9866_HK,9868_HK,9881_HK,9922_HK,9961_HK,9988_HK,9999_HK,9888_HK,772_HK,3888_HK,2400_HK,1833_HK,2885_HK,696_HK,1478_HK,522_HK,1675_HK,1860_HK,136_HK,354_HK,434_HK,2166_HK,650_HK,9995_HK,2162_HK,9966_HK,1877_HK,6600_HK,1167_HK,2197_HK,1530_HK,853_HK,2252_HK,1789_HK,9996_HK,2160_HK,2500_HK,9929_HK,6669_HK,3737_HK,6826_HK,2170_HK,9939_HK,1228_HK,6998_HK,3320_HK,2607_HK,1775_HK,1114_HK,1958_HK,489_HK,1585_HK,2451_HK,1233_HK,968_HK,3868_HK,1108_HK,916_HK,1798_HK,836_HK,1816_HK,658_HK,757_HK,1799_HK,3800_HK,956_HK,1811_HK,639_HK,347_HK,323_HK,1208_HK,1258_HK,1772_HK,2245_HK,1091_HK,581_HK,1333_HK,403_HK,2326_HK,6198_HK,3369_HK,2343_HK,2866_HK,1199_HK,316_HK,1308_HK,1549_HK,2282_HK,880_HK,1128_HK,1992_HK,168_HK,308_HK,678_HK,3908_HK,6881_HK,6886_HK,1788_HK,2611_HK,6066_HK,588_HK,995_HK,6837_HK,6030_HK,1658_HK,11_HK,23_HK,2388_HK,966_HK,2007_HK,3900_HK,3383_HK,1813_HK,3377_HK,817_HK,2009_HK,6865_HK,9633_HK,6186_HK,1579_HK,1458_HK,1688_HK,1112_HK,2145_HK,6993_HK,6601_HK,2338_HK,3808_HK,2128_HK,1829_HK,669_HK,2369_HK,1072_HK,1766_HK,390_HK,1186_HK,1800_HK,525_HK,694_HK
2021-11-26,183.948,158.45,64.938,466.507,115.993,165.05,68.085,9.093,22.228,103.502,21.249,33.316,10.59,530.78,28.182,-0.814,2352.28,4.288,6.92,94.194,8.803,80.88,10.317,9.905,97.675,46.047,2.135,43.961,90.0,68.073,1.477,34.427,18.34,43.266,6.097,,31.963,246.0,39.308,1157.141,4.728,93.013,49.19,8.05,73.5,19.06,20.524,5.916,18.413,35.65,18.81,124.5,45.729,134.5,27.823,14.62,310.2,139.301,93.366,123.991,559.466,233.991,6.243,4.987,33.295,19.745,176.099,22.515,10.091,263.6,17.017,56.112,119.253,16.752,5.769,27.15,68.7,30.19,18.307,346.0,2.713,,206.2,,17.16,220.6,129.1,180.755,147.7,56.05,36.571,47.0,30.4,0.424,47.52,11.257,124.56,13.817,7.18,0.039,12.993,1.061,1.85,0.599,105.1,50.25,19.14,45.65,,16.12,11.78,6.709,34.419,62.0,7.135,17.76,5.0,38.8,0.082,13.7,1.349,57.414,9.47,57.3,,8.56,3.96,18.299,0.79,,4.839,10.986,13.57,,10.576,15.838,4.364,16.8,16.792,3.059,28.792,2.588,8.13,0.548,18.279,3.651,6.605,6.663,3.992,6.403,4.688,0.392,3.023,148.135,,0.96,4.312,,0.998,0.98,5.371,2.64,9.516,3.108,15.252,297.935,32.93,0.134,11.523,11.23,17.86,9.54,73.551,2.53,1.299,19.4,5.771,14.198,5.32,12.486,9.601,2.603,10.507,9.109,22.779,6.447,277.4,33.401,44.033,12.485,12.612,15.811,14.187,15.529,4.292,4.072,3.673,34.059,46.404,11.308,45.605,8.03,,21.28,,7.249,3.182,255.771,15.006,13.81,,340.992,3.753,27.566,5.563,5.13,7.261,7.046,3.187,7.265
2021-12-03,182.348,157.886,65.19,468.632,115.393,164.1,63.152,9.453,22.378,100.302,21.549,30.136,10.733,532.98,28.37,-0.823,2348.28,4.248,6.82,89.28,8.903,80.53,10.047,10.151,97.475,45.347,2.17,46.121,81.25,68.523,1.493,36.267,18.532,42.316,6.157,,35.675,249.24,40.058,1141.181,4.788,89.713,50.84,8.228,66.4,19.66,19.924,6.326,21.253,33.43,18.19,135.5,44.479,135.6,27.39,14.76,309.6,139.401,92.966,125.621,527.216,239.791,6.989,4.977,32.695,19.665,172.799,22.855,10.179,241.2,16.917,52.962,123.047,17.172,5.791,25.95,63.3,31.34,18.467,321.6,2.373,,196.0,,15.58,223.4,119.4,171.606,143.0,52.5,35.221,45.0,28.3,0.474,47.58,12.297,125.91,13.077,6.38,0.037,12.393,1.041,1.79,0.711,99.95,48.8,18.12,45.35,,14.18,11.7,6.839,31.869,53.0,6.755,16.08,4.7,31.85,0.08,12.3,1.379,57.464,8.65,57.75,,7.76,4.0,18.479,0.8,,4.649,10.976,14.43,,10.176,16.476,4.414,16.5,18.172,3.319,32.499,2.648,8.11,0.514,17.059,3.219,6.705,7.113,4.132,6.387,4.818,0.365,3.223,145.035,,0.98,4.362,,0.992,0.905,5.541,2.69,9.996,3.263,15.882,315.964,35.78,0.14,10.743,10.66,16.42,10.02,71.801,2.61,1.315,21.33,5.951,14.718,5.248,12.766,9.971,2.583,10.547,9.279,24.019,6.577,277.3,33.203,44.283,12.291,12.633,17.051,14.074,15.129,4.462,4.162,3.673,33.809,46.854,10.738,44.955,7.5,,20.04,,7.309,3.102,292.942,15.206,13.69,,359.192,3.96,31.286,5.433,5.23,7.381,7.116,3.187,7.055
2021-12-10,182.298,157.586,64.771,470.119,115.493,164.95,62.352,9.613,22.688,105.369,21.129,31.246,10.746,550.38,29.222,-0.871,2352.28,4.218,6.79,92.622,8.923,80.68,11.607,10.119,96.975,47.847,2.095,47.281,86.3,69.523,1.549,36.007,18.916,43.616,6.177,,34.555,247.215,40.658,1110.781,4.778,90.213,48.39,8.207,66.3,19.2,21.024,6.336,23.675,34.77,18.45,122.6,43.829,137.4,28.04,15.586,301.5,144.101,95.366,134.546,503.966,249.791,7.803,5.397,32.745,19.865,173.399,23.195,10.116,243.0,18.397,52.312,126.928,16.152,5.791,28.1,70.6,33.49,18.307,312.2,2.003,,180.2,,15.04,205.4,121.2,165.206,145.9,59.75,37.021,44.7,29.05,0.434,49.02,12.157,126.61,12.877,6.68,0.036,12.333,1.061,1.82,0.574,95.45,43.15,16.58,45.65,,14.4,13.9,6.849,33.969,55.9,6.915,14.9,4.46,32.0,0.077,11.46,1.289,59.464,7.87,55.35,8.9,8.05,3.97,18.059,0.77,,4.699,10.846,15.01,,10.406,16.718,4.664,17.8,18.212,3.199,34.259,2.648,7.9,0.554,16.759,3.207,6.785,7.543,4.102,6.403,4.758,0.344,3.523,139.735,,1.09,4.292,,0.986,0.905,5.471,2.67,10.176,3.247,15.852,343.794,35.68,0.142,10.603,10.64,16.42,9.75,77.101,2.72,1.377,22.88,6.011,15.018,5.356,12.946,10.221,2.553,10.517,9.339,25.179,6.597,279.7,32.983,44.833,12.243,13.124,17.311,13.995,15.409,4.372,4.202,3.673,35.859,47.454,11.748,45.405,7.25,,20.38,,7.569,3.212,282.19,14.186,14.85,,349.192,4.581,30.046,5.443,5.32,7.411,7.146,3.197,7.275
2021-12-17,182.248,159.746,65.357,475.219,116.643,161.95,58.685,9.618,22.798,102.102,21.109,31.996,10.733,535.18,28.349,-0.88,2225.28,4.228,6.81,91.639,8.903,81.38,10.597,10.129,97.225,45.872,1.868,48.121,81.45,70.523,1.443,36.387,18.014,42.016,6.227,,41.083,237.495,37.508,1018.821,4.748,88.063,42.69,8.155,53.95,18.22,21.774,6.666,22.898,32.49,18.09,116.5,42.229,123.1,27.483,14.886,267.45,141.801,93.766,120.733,468.716,248.191,8.189,5.347,31.145,19.585,166.499,24.075,10.04,225.8,18.557,49.212,120.805,15.402,5.769,27.55,63.75,32.59,17.207,280.2,2.103,,164.8,,13.1,173.6,117.0,155.906,137.9,52.5,35.371,39.25,29.1,0.424,48.06,10.877,123.86,13.517,6.48,0.034,11.553,1.061,1.74,0.593,80.35,38.0,13.78,40.45,,13.5,13.1,6.859,29.069,58.6,6.435,13.18,3.91,28.95,0.068,10.84,1.249,52.914,7.14,48.0,8.51,7.43,3.76,17.359,0.73,,5.489,10.376,16.25,,9.746,16.08,4.754,15.88,19.332,3.459,36.789,2.708,7.57,0.514,15.039,3.159,6.945,7.933,4.202,6.688,4.988,0.303,3.253,131.335,,1.1,4.372,,0.974,0.905,5.591,2.67,10.016,3.139,15.602,341.011,34.78,0.128,9.963,10.11,15.58,9.11,78.601,2.61,1.19,22.28,5.891,15.298,5.212,12.946,10.111,2.543,10.787,9.349,25.279,6.667,278.2,32.653,44.933,12.074,12.719,16.191,12.927,14.589,4.312,4.132,3.693,37.259,49.204,11.388,43.255,6.32,,18.74,,7.609,3.072,280.654,15.086,13.35,,328.392,4.029,31.926,5.283,5.4,7.391,7.166,3.187,7.065
2021-12-24,182.098,161.186,65.692,475.432,116.943,161.85,61.285,9.818,22.838,102.902,21.549,31.546,10.759,535.18,28.12,-0.89,2336.28,4.278,6.83,89.87,8.873,82.48,10.977,10.183,98.275,44.922,1.84,48.921,75.55,71.573,1.457,36.427,18.129,42.066,6.117,,39.451,239.115,35.258,1005.901,4.778,87.213,43.19,8.249,49.4,18.64,21.424,6.696,23.107,34.07,18.35,117.7,41.879,123.7,25.317,14.368,261.45,140.801,93.466,117.262,457.466,257.191,8.949,5.627,31.345,19.445,164.399,24.235,10.04,226.0,19.017,51.012,119.081,15.222,5.791,26.7,60.6,31.99,17.267,261.2,2.083,,175.2,,13.54,184.5,113.0,153.106,139.1,49.05,35.771,39.15,28.1,0.444,48.0,10.497,126.51,13.277,6.48,0.032,9.863,1.061,1.71,0.686,70.25,34.8,13.86,46.5,,13.44,12.6,6.679,29.369,63.4,6.525,12.9,3.83,27.35,0.065,11.86,1.239,53.414,6.77,45.2,9.08,7.76,3.87,17.719,0.71,,5.159,10.166,15.31,,9.846,15.398,4.764,15.76,19.752,3.809,39.154,2.888,7.53,0.508,15.039,3.123,7.065,8.483,4.362,6.229,4.798,0.305,3.343,117.535,,1.12,4.442,,0.986,0.83,5.541,2.67,9.616,3.139,15.902,350.207,34.28,0.128,10.483,10.38,16.37,9.88,80.201,2.68,1.268,21.83,5.901,15.418,5.068,13.566,9.901,2.593,10.717,9.279,24.379,6.627,278.2,32.697,45.083,11.977,12.612,16.951,13.005,14.329,4.242,4.142,3.713,34.709,50.204,11.368,39.905,6.57,,18.86,,8.129,3.202,283.726,16.146,13.19,,325.192,3.546,30.686,5.293,5.44,7.441,7.216,3.187,7.165
2021-12-31,182.698,161.846,66.362,477.344,116.843,162.95,60.419,9.898,22.768,102.302,21.929,30.856,10.681,537.58,28.12,-0.927,2319.28,4.288,6.85,91.639,8.863,82.13,11.517,10.226,97.575,44.622,1.866,49.041,72.05,70.323,1.467,36.147,18.667,41.666,6.107,,37.627,239.52,36.508,1022.621,4.788,87.013,44.19,8.27,48.25,18.9,20.874,6.356,23.556,34.09,18.37,122.7,41.779,125.3,24.946,14.284,277.65,140.801,92.466,122.645,454.466,251.191,8.483,5.417,30.895,19.465,161.099,24.055,10.129,225.4,19.077,51.062,117.184,15.042,5.846,27.1,61.45,33.39,17.847,274.0,3.103,,186.3,,13.74,190.8,118.9,159.906,144.6,49.0,36.221,39.5,28.35,0.434,48.0,10.417,127.76,13.317,6.96,0.036,10.313,1.041,1.82,0.624,77.9,34.5,13.6,58.0,,14.5,13.58,6.569,28.769,58.55,6.785,13.3,3.87,29.6,0.07,11.54,1.329,55.114,6.7,12.3,8.88,7.1,4.11,18.759,0.71,,4.859,10.116,15.61,,9.656,15.53,4.624,17.54,19.232,3.799,36.294,2.828,7.5,0.514,15.299,3.387,6.945,8.423,4.622,6.117,4.728,0.311,3.423,123.735,,1.2,4.492,,0.992,0.83,5.681,2.68,9.536,3.123,15.932,364.122,33.73,0.138,10.433,10.5,16.43,10.57,80.401,2.68,1.174,22.28,5.971,15.638,5.248,14.006,9.851,2.583,10.797,9.389,24.729,6.427,277.1,32.763,45.583,11.904,12.484,17.031,13.084,14.389,4.312,4.082,3.713,40.159,51.654,11.248,36.855,6.45,,18.72,,7.469,3.162,278.504,15.446,13.59,,325.992,3.615,30.446,5.233,5.45,7.451,7.166,3.197,7.265
2022-01-07,185.348,161.126,66.278,490.945,116.893,162.45,60.352,10.408,23.368,96.902,22.189,30.346,11.045,531.58,32.01,-0.871,2250.28,4.458,6.98,93.408,9.103,84.93,12.947,10.45,100.475,47.972,1.818,49.121,70.75,70.273,1.473,36.287,19.262,45.066,6.177,,38.075,255.72,35.658,948.901,4.898,89.413,40.19,8.448,40.2,18.26,21.824,6.556,23.257,33.19,16.85,112.2,43.579,116.2,22.78,14.004,242.25,150.701,96.466,109.258,424.466,226.991,7.189,5.497,31.845,20.005,152.999,26.415,10.356,204.0,17.977,47.512,121.495,13.932,6.022,28.5,57.15,34.14,17.007,268.8,2.443,,183.0,,14.06,200.0,128.8,157.706,149.0,48.25,35.371,35.6,26.65,0.439,48.0,9.857,127.11,13.337,6.93,0.035,8.893,1.051,1.7,0.58,62.8,29.6,12.28,41.65,,12.14,12.66,6.389,25.469,52.95,5.745,12.02,3.73,25.8,0.069,10.54,1.279,56.814,6.33,11.48,8.35,6.79,4.78,19.079,0.64,,4.689,10.496,13.61,,9.526,14.232,4.314,16.5,16.832,3.389,29.914,2.668,7.3,0.488,15.219,3.255,6.595,6.543,4.312,6.657,5.018,0.287,3.303,117.835,,1.08,4.592,,0.98,0.83,5.651,2.69,9.636,3.139,15.782,363.275,35.73,0.178,10.233,10.3,16.33,10.35,76.401,2.77,1.049,22.03,5.971,15.598,5.248,13.466,9.831,2.653,11.067,9.409,24.429,7.067,286.0,33.291,47.933,12.63,12.655,17.711,12.803,14.109,4.432,4.382,3.813,34.159,46.654,11.008,35.505,5.84,,18.92,,6.999,3.062,280.04,16.286,17.15,,308.592,3.27,29.206,5.383,5.67,7.831,7.346,3.227,7.515
2022-01-14,187.348,160.706,66.362,509.858,116.993,162.75,62.618,10.328,23.708,94.702,22.169,30.616,11.162,534.98,31.906,-0.899,2402.28,4.568,7.02,94.981,9.263,87.98,12.587,10.75,101.575,48.622,1.858,49.321,89.55,70.773,1.491,37.527,20.836,44.516,6.257,,39.195,267.465,36.058,1011.981,5.018,92.913,43.04,8.594,44.25,18.64,20.524,6.806,24.752,34.25,17.67,122.7,43.679,122.7,23.09,15.25,276.9,151.201,98.766,110.604,437.216,224.391,7.229,5.677,32.945,20.005,170.849,25.615,10.622,220.6,18.777,48.912,119.512,15.552,6.066,29.15,64.05,32.29,18.387,287.0,2.503,,188.3,,15.4,190.1,129.3,162.406,149.9,51.45,38.671,34.4,27.65,0.424,49.2,9.987,125.26,13.457,6.94,0.031,8.393,1.041,1.88,0.518,69.6,28.1,13.12,51.45,,12.3,12.36,6.749,28.319,52.9,6.915,11.18,3.78,29.0,0.068,10.14,1.279,59.114,6.66,11.66,7.35,6.73,4.65,19.479,0.62,,4.799,10.766,13.59,,9.466,14.738,4.654,15.2,17.932,3.619,30.299,2.718,7.29,0.481,15.539,3.147,6.455,6.713,4.352,6.72,5.058,0.344,3.653,118.435,,1.09,4.592,,0.98,0.755,5.741,2.71,10.396,3.232,15.792,390.379,37.38,0.181,10.403,10.43,16.61,10.41,76.201,2.84,0.526,21.98,6.011,15.618,5.356,13.406,9.971,2.623,11.057,9.509,23.979,7.147,291.7,34.039,49.133,12.727,11.919,17.251,12.443,13.789,4.492,4.352,3.793,35.809,44.654,12.028,35.405,5.9,,19.82,,7.109,2.712,283.419,16.066,16.89,,294.392,3.546,26.806,5.363,5.79,7.861,7.336,3.207,7.615
2022-01-21,188.148,161.186,66.446,504.332,116.843,165.85,68.218,10.498,23.858,98.369,22.189,30.316,11.305,562.98,33.31,-0.89,2476.28,4.608,6.99,97.143,9.293,88.38,13.267,10.761,102.025,52.972,1.952,47.561,88.35,70.273,1.511,39.017,21.355,47.116,6.237,,43.131,264.63,41.758,1000.581,5.058,97.213,42.34,8.583,41.8,18.92,21.524,6.756,22.15,37.68,18.41,114.4,37.329,131.7,22.564,14.97,268.8,160.401,99.866,117.262,426.716,213.791,7.483,5.787,34.695,20.645,186.599,26.415,10.812,238.0,18.797,46.262,130.981,15.612,6.066,28.8,70.8,33.14,19.507,306.2,2.323,,174.6,,18.28,207.2,127.1,164.706,159.7,53.5,39.671,36.35,27.65,0.424,52.92,9.967,125.91,14.937,7.01,0.032,9.053,1.051,1.79,0.549,61.65,26.95,12.44,51.25,,12.22,11.88,6.659,28.419,54.6,6.445,13.04,4.1,29.75,0.07,10.92,1.319,55.164,6.42,11.02,7.69,6.6,4.56,19.879,0.68,,4.769,11.006,13.17,,10.246,14.804,4.564,15.38,17.872,3.389,31.014,2.748,7.41,0.481,16.759,2.955,6.115,6.563,4.332,6.879,5.308,0.375,3.763,117.335,,1.01,4.612,,0.968,0.68,5.761,2.71,10.376,3.232,15.812,360.371,36.28,0.182,11.193,10.71,17.59,11.27,82.201,2.84,0.557,22.43,6.201,16.838,5.464,14.206,10.441,2.643,11.207,9.769,25.879,7.387,290.3,34.171,49.983,13.211,12.313,17.871,13.062,14.349,4.532,4.582,3.873,35.509,46.504,12.508,34.605,6.17,,19.72,,7.129,2.742,280.04,16.146,17.81,,285.592,3.27,26.686,5.453,6.07,8.031,7.536,3.297,7.885
2022-01-28,187.448,162.146,65.86,514.32,116.743,163.3,67.552,10.388,23.718,95.369,21.989,29.716,11.24,518.58,32.79,-0.937,2402.28,4.618,7.03,89.28,9.293,88.68,12.217,10.825,103.325,53.072,1.878,46.681,82.5,68.673,1.445,37.367,19.876,45.366,6.047,,39.259,235.065,43.908,844.781,5.038,89.263,37.34,8.563,30.75,16.26,21.874,6.326,21.522,37.53,17.83,92.25,34.579,124.3,22.161,14.102,222.9,149.601,96.366,105.149,359.966,202.591,6.709,5.207,33.095,20.045,173.099,24.835,10.774,208.0,15.737,46.612,124.944,14.562,6.088,26.8,62.95,30.54,16.627,266.0,2.173,,125.7,,15.88,195.8,110.0,151.006,141.5,46.35,35.671,28.2,25.05,0.424,52.56,8.667,120.81,15.397,6.09,0.033,7.793,1.021,1.77,0.605,48.1,25.2,9.51,42.9,,9.16,11.74,5.929,22.069,43.8,5.635,10.46,3.23,26.6,0.068,10.98,1.299,52.614,5.5,8.74,7.5,5.5,4.26,18.799,0.67,,4.359,10.336,11.11,,8.896,14.65,4.214,13.58,16.532,3.319,28.264,2.618,7.23,0.428,15.119,2.799,5.525,5.913,4.342,6.07,4.928,0.312,3.373,120.835,,0.93,4.382,,0.968,0.68,5.571,2.66,9.996,3.108,15.492,354.684,34.43,0.174,10.853,10.26,17.06,10.29,77.751,2.7,0.557,21.53,6.041,16.198,5.176,13.646,9.991,2.573,11.137,9.389,24.959,7.347,290.3,34.413,49.583,12.17,11.897,17.231,12.837,13.319,4.372,4.432,3.713,31.909,46.204,11.448,33.155,5.78,,19.42,,6.769,2.312,258.228,14.806,15.71,,268.392,2.58,24.846,5.443,6.06,7.771,7.396,3.247,7.735
2022-02-04,187.948,161.906,66.446,524.095,117.043,165.05,67.885,10.478,23.798,98.569,22.309,29.986,11.344,524.78,33.362,-0.804,2497.28,4.698,7.14,92.032,9.363,89.48,12.747,10.932,105.125,54.922,1.894,48.081,89.65,69.073,1.467,37.867,20.779,47.466,6.187,,40.379,239.52,46.458,910.141,5.098,93.413,39.79,8.667,31.25,16.58,22.024,6.416,22.12,38.28,18.33,105.6,35.329,132.6,22.595,14.438,238.65,155.901,98.066,116.624,370.466,209.391,6.816,5.357,33.895,20.445,177.599,25.695,10.862,226.8,16.537,48.362,128.307,15.222,6.121,28.15,66.05,32.14,18.407,284.8,2.133,,138.9,,17.7,208.0,120.4,159.906,152.4,49.55,38.021,29.85,25.65,0.419,52.44,9.087,122.51,14.837,6.54,0.033,7.983,1.036,1.75,0.599,50.5,26.35,9.75,44.5,,9.58,12.56,6.159,23.269,46.5,5.915,11.16,3.29,29.5,0.068,11.68,1.339,49.414,5.6,7.98,7.32,5.55,4.43,19.319,0.83,,4.399,10.566,11.69,,8.976,15.2,4.254,14.3,17.512,3.429,29.1,2.678,7.5,0.441,15.839,2.847,5.815,6.263,4.382,6.149,4.978,0.326,3.493,127.635,,0.96,4.482,,0.968,0.68,5.651,2.69,10.456,3.139,15.512,374.286,34.98,0.174,11.033,10.44,17.06,10.83,79.501,2.78,0.557,22.03,6.181,16.458,5.284,13.786,10.461,2.653,11.157,9.519,25.764,7.477,293.6,35.535,51.133,12.558,11.993,17.871,13.028,13.519,4.462,4.542,3.773,32.509,49.054,11.728,35.905,6.28,,19.64,,6.959,2.422,263.451,15.186,16.19,,292.392,2.787,25.926,5.493,6.23,7.881,7.516,3.237,7.885
2022-02-11,192.298,163.286,66.697,528.771,118.143,166.95,68.618,10.448,24.038,96.169,23.789,30.616,11.435,526.58,34.766,-0.786,2487.28,4.738,7.27,87.904,9.533,91.73,12.097,11.06,107.125,55.172,2.015,47.881,92.35,71.273,1.455,40.217,20.318,49.466,6.517,,44.571,241.14,46.108,897.221,5.238,95.713,38.54,8.824,31.6,16.6,23.324,6.956,24.243,38.73,19.79,114.2,34.479,137.6,21.666,14.774,170.1,167.101,100.666,118.891,348.866,192.591,6.989,6.327,35.245,21.485,195.899,27.615,11.191,227.8,16.957,41.912,133.826,16.842,6.275,31.5,61.25,29.49,20.397,298.6,2.003,,152.2,,19.18,235.4,122.4,163.406,158.9,47.85,35.671,28.5,25.6,0.419,57.12,8.727,122.66,14.897,6.58,0.032,8.223,1.031,1.73,0.586,49.35,26.65,9.8,44.5,,9.41,10.64,6.619,22.919,49.5,6.125,12.24,3.27,25.25,0.064,11.02,1.289,45.664,5.74,9.94,7.24,5.6,4.66,19.139,0.8,,4.439,10.956,11.73,,9.286,16.168,4.304,13.2,17.512,3.389,29.749,2.778,7.54,0.448,16.179,2.943,6.035,6.153,4.332,7.117,5.228,0.383,4.023,120.435,,1.06,4.632,,0.962,0.68,5.761,2.71,11.816,3.263,16.142,378.763,36.93,0.169,11.483,10.46,17.61,13.79,79.001,2.77,0.557,22.53,6.321,16.638,5.428,14.266,10.541,2.673,12.217,9.739,25.361,7.687,302.4,36.173,52.483,13.501,12.377,17.411,13.579,14.009,4.432,4.832,3.933,29.559,48.004,11.928,38.655,6.53,,19.6,,6.989,2.582,265.294,15.486,16.77,,284.592,2.304,26.406,5.583,6.36,8.211,7.906,3.307,8.085
2022-02-18,192.148,163.166,66.278,524.52,118.293,166.95,71.418,10.698,24.118,100.969,23.949,30.226,11.253,516.38,34.87,-0.842,2452.28,4.738,7.27,86.175,9.483,91.33,11.877,10.878,105.575,53.122,2.02,47.361,94.0,71.623,1.437,40.317,21.048,49.466,6.567,,44.795,241.545,44.358,945.101,5.178,96.413,40.09,8.677,34.05,16.14,23.524,6.976,24.183,39.98,20.57,115.9,34.679,132.9,21.945,14.368,187.65,161.901,103.466,113.083,340.466,196.491,6.683,6.477,33.845,20.305,200.399,27.215,11.141,188.0,17.417,46.012,131.843,16.692,6.22,30.55,63.75,29.14,20.447,287.0,1.903,,155.0,,20.44,232.8,119.5,159.106,160.1,44.9,35.371,31.8,25.5,0.434,53.28,8.897,124.41,15.697,6.23,0.031,8.063,1.031,1.85,0.574,53.55,29.5,9.44,51.35,,9.67,8.51,6.539,23.269,50.0,5.865,12.46,3.34,23.95,0.065,11.4,1.319,46.364,6.22,11.6,6.35,5.6,4.62,18.919,0.74,,4.419,10.846,12.07,,8.916,16.806,4.334,12.7,16.552,3.139,26.328,2.718,7.68,0.441,16.779,3.159,5.775,5.583,4.512,7.117,5.268,0.384,4.223,134.935,,1.13,4.562,,0.962,0.755,5.731,2.73,11.416,3.232,15.892,384.571,38.33,0.165,11.563,10.39,17.77,13.89,83.701,2.76,0.557,21.48,6.161,16.098,5.356,14.026,10.081,2.663,12.317,9.549,24.223,7.517,300.4,35.799,51.383,11.444,12.271,17.291,13.219,13.649,4.392,4.752,3.953,31.309,48.104,11.488,39.405,6.75,,20.02,,6.219,2.532,261.915,15.446,15.53,,281.592,2.649,23.906,5.513,6.37,8.011,7.906,3.327,7.885
2022-02-25,188.048,163.466,65.273,510.708,117.843,161.0,67.152,10.788,23.928,98.769,23.169,28.936,11.019,472.18,33.466,-0.871,2222.28,4.728,7.14,84.917,9.493,90.98,11.167,10.6,103.925,49.522,1.98,48.201,86.65,71.473,1.401,38.467,20.145,45.666,6.687,,42.267,231.015,39.458,906.341,5.008,89.913,42.29,8.458,34.95,14.74,25.274,6.536,22.958,37.18,20.69,109.5,33.229,128.4,21.357,14.368,192.6,149.701,102.066,110.745,315.866,191.191,7.163,6.437,31.645,19.525,189.899,25.175,10.85,170.2,16.777,48.412,124.513,16.482,6.077,26.35,57.35,27.64,18.707,275.8,1.553,,136.0,,18.4,208.0,105.3,148.706,144.8,41.45,32.721,25.2,24.15,0.409,51.84,7.877,130.96,15.717,6.26,0.032,7.323,1.036,1.82,0.58,63.0,27.3,9.46,56.15,,8.72,7.93,6.319,22.019,48.5,5.625,12.26,3.04,21.15,0.063,10.72,1.359,46.064,7.48,12.68,6.0,5.42,4.44,18.359,0.7,,4.239,10.386,11.83,,8.476,16.564,4.244,13.66,16.632,3.149,26.79,2.648,7.82,0.434,17.139,3.447,5.905,5.383,4.562,6.657,5.068,0.357,3.993,128.435,,1.31,4.452,,0.956,0.605,5.581,2.7,11.556,3.123,15.512,379.731,37.13,0.16,10.993,9.85,17.08,13.09,81.851,2.69,0.557,20.0,6.011,15.558,5.14,13.586,9.661,2.613,11.787,9.229,23.418,7.267,282.7,35.271,48.233,10.428,11.759,16.211,12.544,13.059,4.202,4.504,3.813,31.859,48.554,10.678,33.305,5.83,,18.88,,6.019,2.382,248.398,14.766,14.39,,275.592,2.166,24.106,5.353,5.97,7.651,7.466,3.287,7.605
